,id,device,version,description,port
67,1003,Fusion SBX ,1.2,0,80.0
68,1006,Woltlab Burning Board ,2.31,0,80.0
69,1013,Invision Power Board ,2.03,0,80.0
70,1014,Invision Power Board ,2.03,0,80.0
71,1016,phpStat ,1.5,5,80.0
72,1017,phpStat ,1.5,5,80.0
73,1018,phpStat ,1.5,5,80.0
74,1020,ZeroBoard ,4.1,3,80.0
75,1022,MyBulletinBoard (MyBB) ,1.0,0,80.0
76,1023,MyBloggie ,2.11,0,80.0
77,1030,PostNuke ,0.75,0,80.0
78,1031,Portail PHP < ,1.3,0,80.0
79,1033,WordPress Core ,1.511,0,80.0
80,1036,Invision Power Board ,1.31,0,80.0
81,1049,Mambo ,4.521,5,80.0
82,1050,PHP Arena ,1.13,3,80.0
83,1051,Ultimate PHP Board ,1.96,5,80.0
84,1052,Ultimate PHP Board ,1.96,5,80.0
85,1053,Ultimate PHP Board ,1.96,5,80.0
86,1057,Simple Machines Forum (SMF) ,1.04,0,80.0
87,1058,MercuryBoard ,1.14,0,80.0
88,1059,WordPress Core ,1.511,0,80.0
89,1060,Forum Russian Board ,4.2,0,80.0
90,1061,Mambo ,4.521,0,80.0
91,1062,Cacti ,0.86,0,80.0
92,1063,phpBB ,2.015,1,80.0
93,1064,phpBB ,2.015,1,80.0
94,1068,Cacti ,0.86,5,80.0
95,1069,UBBCentral UBB.Threads < ,6.52,0,80.0
96,1076,phpBB ,2.015,0,80.0
97,1077,WordPress Core ,1.5119999999999998,0,80.0
98,1078,WordPress Core ,1.5119999999999998,5,80.0
99,1080,phpBB ,2.015,5,80.0
100,1082,XOOPS ,2.011,0,80.0
101,1083,XOOPS ,2.011,5,80.0
102,1084,XOOPS ,2.011,5,80.0
103,1088,Drupal ,4.53,0,80.0
104,1095,phpBB ,2.016,2,80.0
105,1097,BlogTorrent ,0.92,3,80.0
106,1103,phpBB ,2.016,2,80.0
107,1106,e,1070.617,2,80.0
108,1111,Open Bulletin Board ,1.05,0,80.0
109,1113,phpBB ,2.015,0,80.0
110,1133,vBulletin ,3.06,0,80.0
111,1134,MySQL Eventum ,1.55,0,80.0
112,1135,MySQL Eventum ,1.55,5,80.0
113,1140,Flatnuke ,2.55,0,80.0
114,1142,WordPress Core ,1.5130000000000001,0,80.0
115,1145,WordPress Core ,1.5130000000000001,0,80.0
116,1172,MyBulletinBoard (MyBB) ,1.0,0,80.0
117,1189,vBulletin ,3.08,5,80.0
118,1191,Simple PHP Blog ,0.4,3,80.0
119,1200,PBLang ,4.65,0,80.0
120,1202,PBLang ,4.65,0,80.0
121,1207,PBLang ,4.65,5,80.0
122,1208,phpMyFamily ,1.4,0,80.0
123,1211,PhpTagCool ,1.03,0,80.0
124,1214,AzDGDatingLite ,2.13,0,80.0
125,1217,phpWebSite ,0.1,0,80.0
126,1219,phpWebSite ,0.1,0,80.0
127,1221,CuteNews ,1.4,0,80.0
128,1225,My Little Forum ,1.5,0,80.0
129,1226,phpMyFAQ ,1.51,5,80.0
130,1227,MailGust ,1.9,0,80.0
131,1237,MailGust ,1.9,5,80.0
132,1240,Utopia News Pro ,1.13,0,80.0
133,1241,Cyphor ,0.19,0,80.0
134,1244,phpMyAdmin ,2.64,5,80.0
135,1245,versatileBulletinBoard ,1.0,0,80.0
136,1250,versatileBulletinBoard ,1.0,5,80.0
137,1270,versatileBulletinBoard ,1.0,0,80.0
138,1273,TClanPortal ,1.13,0,80.0
139,1278,Subdreamer ,2.21,0,80.0
140,1280,VuBB Forum RC,1.0,0,80.0
141,1289,CuteNews ,1.41,0,80.0
142,1296,ibProArcade ,2.0,0,80.0
143,1298,ATutor ,1.51,0,80.0
144,1312,Moodle ,1.6,0,80.0
145,1315,XOOPS (wfdownloads) ,2.05,5,80.0
146,1317,Coppermine Photo Gallery ,1.32,0,80.0
147,1319,Unclassified NewsBoard ,1.53,0,80.0
148,1320,Unclassified NewsBoard ,1.53,5,80.0
149,1321,Cyphor ,0.19,0,80.0
150,1322,Wizz Forum ,1.2,0,80.0
151,1324,PHPWebThings ,1.4,0,80.0
152,1325,PHPWebThings ,1.4,0,80.0
153,1326,PHPWebThings ,1.4,0,80.0
154,1329,EkinBoard ,1.03,0,80.0
155,1337,Mambo ,4.52,0,80.0
156,1340,eFiction ,2.0,3,80.0
157,1342,Guppy ,4.59,0,80.0
158,1345,Xaraya ,1.0,1,80.0
159,1354,Zen Cart ,1.26,0,80.0
160,1356,DoceboLms ,2.04,3,80.0
161,1358,SimpleBBS ,1.1,0,80.0
162,1359,SugarSuite Open Source ,4.0,0,80.0
163,1361,SimpleBBS ,1.1,0,80.0
164,1363,Website Baker ,2.6,0,80.0
165,1364,SugarSuite Open Source ,4.0,0,80.0
166,1367,Flatnuke ,2.56,0,80.0
167,1370,phpCOIN ,1.22,0,80.0
168,1373,Limbo ,1.042,0,80.0
169,1379,PHPGedView ,3.37,0,80.0
170,1382,phpBB ,2.0180000000000002,3,80.0
171,1383,phpBB ,2.0180000000000002,2,80.0
172,1385,phpBB ,2.0180000000000002,5,80.0
173,1387,Dev Web Management System ,1.5,0,80.0
174,1388,phpBB ,2.017,0,80.0
175,1395,phpDocumentor ,1.3,0,80.0
176,1398,CubeCart ,3.06,0,80.0
177,1400,CuteNews ,1.41,0,80.0
178,1401,Valdersoft Shopping Cart ,3.0,0,80.0
179,1405,FlatCMS ,1.01,0,80.0
180,1410,Magic News Plus ,1.03,5,80.0
181,1442,EZDatabase ,2.0,0,80.0
182,1446,creLoaded ,6.15,5,80.0
183,1453,Phpclanwebsite ,1.2309999999999999,0,80.0
184,1457,phpBB ,2.019,2,80.0
185,1459,xeCMS ,1.0,0,80.0
186,1461,Invision Power Board Dragoran Portal Mod ,1.3,0,80.0
187,1467,LoudBlog ,0.4,3,80.0
188,1468,Clever Copy ,3.0,0,80.0
189,1469,phpBB ,2.019,0,80.0
190,1478,CPGNuke Dragonfly ,9.061,0,80.0
191,1482,SPIP ,1.82,0,80.0
192,1484,FCKEditor ,2.0,3,80.0
193,1485,RunCMS ,1.2,3,80.0
194,1491,DocMGR ,0.542,0,80.0
195,1492,Invision Power Board Army System Mod ,2.1,0,80.0
196,1493,EnterpriseGS ,1.0,0,80.0
197,1494,FlySpray ,0.97,5,80.0
198,1498,webSPELL ,4.01,0,80.0
199,1499,MyBulletinBoard (MyBB) ,1.03,0,80.0
200,1501,PHPKIT ,1.61,0,80.0
201,1503,YapBB ,1.2,0,80.0
202,1509,Zorum Forum ,3.5,0,80.0
203,1510,Gravity Board X ,1.1,0,80.0
204,1511,Coppermine Photo Gallery ,1.43,0,80.0
205,1512,Admbook ,1.22,5,80.0
206,1513,BXCP ,0.299,0,80.0
207,1515,GeekLog ,1.0,0,80.0
208,1516,ilchClan ,1.05,0,80.0
209,1517,PunBB ,2.01,1,80.0
210,1521,Noahs Classifieds ,1.3,0,80.0
211,1522,NOCC Webmail ,1.0,0,80.0
212,1523,NOCC Webmail ,1.0,0,80.0
213,1524,VHCS ,2.471,5,80.0
214,1525,phpWebSite ,0.1,5,80.0
215,1526,Lansuite ,2.1,0,80.0
216,1527,iGENUS WebMail ,2.02,0,80.0
217,1530,saPHP Lesson ,2.0,0,80.0
218,1532,PwsPHP ,1.23,0,80.0
219,1533,4Images ,1.71,0,80.0
220,1538,Farsinews ,2.5,5,80.0
221,1539,MyBulletinBoard (MyBB) ,1.03,0,80.0
222,1541,Limbo CMS ,1.042,0,80.0
223,1542,phpRPC Library ,0.7,0,80.0
224,1543,vuBB ,0.2,0,80.0
225,1544,Woltlab Burning Board ,2.0,0,80.0
226,1546,phpRPC Library ,0.7,0,80.0
227,1547,Aztek Forum ,4.0,2,80.0
228,1548,MyBulletinBoard (MyBB) ,1.04,0,80.0
229,1549,MyBulletinBoard (MyBB) ,1.04,5,80.0
230,1553,Fantastic News ,2.12,0,80.0
231,1556,D,2.0,5,80.0
232,1561,OWL Intranet Engine ,0.82,0,80.0
233,1563,Limbo CMS ,1.042,0,80.0
234,1566,Gallery ,2.03,0,80.0
235,1567,RedBLoG ,0.5,0,80.0
236,1570,Light Weight Calendar ,1.0,0,80.0
237,1573,Guppy ,4.511,1,80.0
238,1575,Guestbook Script ,1.7,0,80.0
239,1576,Jupiter CMS ,1.15,2,80.0
240,1581,Simple PHP Blog ,0.47100000000000003,0,80.0
241,1585,PHP iCalendar ,2.21,0,80.0
242,1586,PHP iCalendar ,2.21,0,80.0
243,1587,KnowledgebasePublisher ,1.2,0,80.0
244,1588,nodez ,4.611000000000001,5,80.0
245,1590,ShoutLIVE ,1.1,0,80.0
246,1594,SoftBB ,0.1,0,80.0
247,1595,gCards ,1.45,5,80.0
248,1600,FreeWPS ,2.11,0,80.0
249,1605,XHP CMS ,0.5,0,80.0
250,1608,WebAlbum ,2.02,0,80.0
251,1609,PHP Ticket ,0.71,0,80.0
252,1610,phpBookingCalendar ,1.0,0,80.0
253,1611,TFT Gallery ,0.1,5,80.0
254,1612,CuteNews ,1.41,3,80.0
255,1616,Aztek Forum ,4.0,5,80.0
256,1617,PHPCollab ,2.0,0,80.0
257,1618,GreyMatter WebLog ,1.21,0,80.0
258,1619,GreyMatter WebLog ,1.21,0,80.0
259,1621,Plogger Beta ,2.1,5,80.0
260,1627,Claroline ,1.74,0,80.0
261,1629,SQuery ,4.5,3,80.0
262,1630,SQuery ,4.5,5,80.0
263,1631,ReloadCMS ,1.25,2,80.0
264,1632,VWar ,1.5,3,80.0
265,1640,AngelineCMS ,0.81,3,80.0
266,1644,INDEXU ,5.01,3,80.0
267,1645,Crafty Syntax Image Gallery ,3.1,0,80.0
268,1646,phpMyChat ,0.145,0,80.0
269,1647,phpMyChat ,0.15,0,80.0
270,1650,Horde Help Viewer ,3.1,0,80.0
271,1651,ADODB < ,4.7,0,80.0
272,1652,ADODB < ,4.7,0,80.0
273,1653,dnGuestbook ,2.0,0,80.0
274,1654,autonomous lan party ,0.981,3,80.0
275,1655,XBrite Members ,1.1,0,80.0
276,1656,Sire ,2.0,3,80.0
277,1659,phpList ,2.102,0,80.0
278,1660,Horde ,3.09,0,80.0
279,1661,phpBB ,2.019,0,80.0
280,1662,Clansys ,1.1,0,80.0
281,1663,Simplog ,0.92,0,80.0
282,1665,Sphider ,1.3,3,80.0
283,1666,PHP,121.0,0,80.0
284,1668,vBulletin ImpEx ,1.74,0,80.0
285,1672,PAJAX ,0.51,0,80.0
286,1673,phpWebSite ,0.102,0,80.0
287,1674,osCommerce ,2.2,0,80.0
288,1678,PHP Album ,0.32299999999999995,0,80.0
289,1682,Fuju News ,1.0,0,80.0
290,1683,Blackorpheus ClanMemberSkript ,1.0,0,80.0
291,1686,FlexBB ,0.55,0,80.0
292,1687,MyEvent ,1.3,3,80.0
293,1694,Internet PhotoShow ,1.3,3,80.0
294,1695,PHP Net Tools ,2.71,0,80.0
295,1697,PCPIN Chat ,5.04,0,80.0
296,1698,Joomla! ,1.07,1,80.0
297,1699,RechnungsZentrale V,2.0,3,80.0
298,1701,PHPSurveyor ,0.995,0,80.0
299,1704,CoreNews ,2.01,0,80.0
300,1705,Simplog ,0.93,0,80.0
301,1706,dForum ,1.5,3,80.0
302,1707,My Gaming Ladder Combo System ,7.0,0,80.0
303,1710,Clansys ,1.1,0,80.0
304,1711,Built,2.0,3,80.0
305,1713,FlexBB ,0.55,0,80.0
306,1720,Invision Power Board ,2.15,0,80.0
307,1722,TopList ,1.38,3,80.0
308,1723,Advanced Guestbook ,2.4,3,80.0
309,1724,TopList ,1.38,3,80.0
310,1725,Advanced Guestbook ,2.4,3,80.0
311,1726,Invision Power Board ,2.15,0,80.0
312,1727,openPHPNuke ,2.33,3,80.0
313,1728,Knowledge Base Mod ,2.02,3,80.0
314,1729,Limbo CMS ,1.042,0,80.0
315,1730,Aardvark Topsites PHP ,4.22,3,80.0
316,1731,phpMyAgenda ,3.0,3,80.0
317,1732,Aardvark Topsites PHP ,4.22,3,80.0
318,1733,Invision Power Board ,2.15,0,80.0
319,1738,X,7.0,0,80.0
320,1740,Fast Click ,1.13,3,80.0
321,1744,Albinator ,2.06,3,80.0
322,1747,Auction ,1.3,3,80.0
323,1751,Limbo CMS ,1.042,0,80.0
324,1752,StatIt ,4.0,3,80.0
325,1753,TotalCalendar ,2.3,3,80.0
326,1756,HiveMail ,1.3,0,80.0
327,1760,HiveMail ,1.3,5,80.0
328,1761,Jetbox CMS ,2.1,3,80.0
329,1763,ACal ,2.26,3,80.0
330,1764,EQdkp ,1.3,3,80.0
331,1765,Dokeos Lms ,1.64,3,80.0
332,1766,Dokeos Lms ,1.64,5,80.0
333,1767,ActualAnalyzer Server ,8.23,3,80.0
334,1768,ActualAnalyzer Pro ,6.88,3,80.0
335,1769,phpListPro ,2.01,3,80.0
336,1773,phpRaid ,3.0,3,80.0
337,1774,pafileDB ,2.01,3,80.0
338,1777,Unclassified NewsBoard ,1.61,3,80.0
339,1778,Foing ,0.7,3,80.0
340,1779,PHP Blue Dragon CMS ,2.9,3,80.0
341,1780,phpBB ,2.02,0,80.0
342,1785,Sugar Suite Open Source ,4.2,0,80.0
343,1789,TR Newsportal ,0.36,3,80.0
344,1790,Squirrelcart ,2.2,3,80.0
345,1793,DeluxeBB ,1.06,0,80.0
346,1795,ezusermanager ,1.6,3,80.0
347,1796,ezusermanager ,1.6,5,80.0
348,1797,DeluxeBB ,1.06,0,80.0
349,1798,Quezza BB ,1.0,3,80.0
350,1800,ScozNews ,1.21,3,80.0
351,1804,phpBazar ,2.1,3,80.0
352,1805,phpListPro ,2.01,0,80.0
353,1808,phpMyDirectory ,10.44,3,80.0
354,1809,CaLogic Calendars ,1.22,3,80.0
355,1810,Woltlab Burning Board ,2.35,0,80.0
356,1811,XOOPS ,2.0132,0,80.0
357,1812,Fusion News ,1.0,3,80.0
358,1814,UBBCentral UBB.Threads ,6.4,3,80.0
359,1816,Nucleus CMS ,3.22,3,80.0
360,1817,Docebo ,3.03,3,80.0
361,1818,phpCommunityCalendar ,4.03,2,80.0
362,1821,Drupal ,4.7,0,80.0
363,1823,BASE ,1.24,3,80.0
364,1824,BASE ,1.24,5,80.0
365,1825,BASE ,1.24,5,80.0
366,1826,Socketmail ,2.26,2,80.0
367,1827,Socketmail ,2.26,5,80.0
368,1828,DoceboLms ,2.05,3,80.0
369,1829,APC ActionApps CMS ,2.81,3,80.0
370,1832,Plume CMS ,1.03,3,80.0
371,1835,Hot Open Tickets ,11012004.0,3,80.0
372,1839,tinyBB ,0.3,0,80.0
373,1841,F@cile Interactive Web ,0.8,2,80.0
374,1842,EggBlog < ,3.07,0,80.0
375,1843,UBBCentral UBB.Threads ,5.0,3,80.0
376,1844,Activity MOD Plus ,1.1,3,80.0
377,1846,Blend Portal ,1.2,3,80.0
378,1847,Blend Portal ,1.2,0,80.0
379,1848,Fastpublish CMS ,1.69,3,80.0
380,1851,gnopaste ,0.53,3,80.0
381,1853,pppBlog ,0.38,5,80.0
382,1854,Ottoman CMS ,1.13,3,80.0
383,1855,metajour ,2.1,3,80.0
384,1857,TinyPHP Forum ,3.6,0,80.0
385,1858,AssoCIateD CMS ,1.13,3,80.0
386,1860,Bytehoard ,2.1,3,80.0
387,1861,Redaxo ,3.2,3,80.0
388,1863,Igloo ,0.19,3,80.0
389,1864,ashNews ,0.83,3,80.0
390,1865,Informium ,0.12,5,80.0
391,1866,Informium ,0.12,0,80.0
392,1868,PixelPost ,1.0,5,80.0
393,1869,DotClear ,1.24,3,80.0
394,1870,BlueShoes Framework ,4.6,3,80.0
395,1871,WebspotBlogging ,3.01,3,80.0
396,1872,WebspotBlogging ,3.01,5,80.0
397,1874,LifeType ,1.04,0,80.0
398,1875,FunkBoard CF,0.71,3,80.0
399,1876,SCart ,2.0,0,80.0
400,1877,Claroline ,1.76,0,80.0
401,1878,Particle Wiki ,1.02,0,80.0
402,1879,dotWidget CMS ,1.06,3,80.0
403,1881,DreamAccount ,3.1,3,80.0
404,1882,Dmx Forum ,2.1,3,80.0
405,1883,Wikiwig ,4.1,3,80.0
406,1886,OpenEMR ,2.81,3,80.0
407,1887,Xtreme/Ditto News ,1.0,3,80.0
408,1888,Xtreme/Ditto News ,1.0,5,80.0
409,1890,Xtreme/Ditto News ,1.0,5,80.0
410,1891,Enterprise Payroll Systems ,1.1,3,80.0
411,1892,Guestex Guestbook ,1.0,0,80.0
412,1895,empris r,20020923.0,3,80.0
413,1896,aePartner ,0.83,3,80.0
414,1897,phpOnDirectory ,1.0,3,80.0
415,1898,WebprojectDB ,0.13,3,80.0
416,1899,free QBoard ,1.1,3,80.0
417,1901,RCblog ,1.03,0,80.0
418,1902,AWF CMS ,1.11,3,80.0
419,1903,AWF CMS ,1.11,5,80.0
420,1904,blur,6.0,0,80.0
421,1905,blur,6.0,5,80.0
422,1907,aWebNews ,1.5,3,80.0
423,1908,Minerva ,2.08,3,80.0
424,1909,MyBulletinBoard (MyBB) < ,1.13,0,80.0
425,1912,The Bible Portal Project ,2.12,3,80.0
426,1913,PHP Blue Dragon CMS ,2.91,3,80.0
427,1914,PHP Blue Dragon CMS ,2.91,5,80.0
428,1916,DeluxeBB ,1.06,3,80.0
429,1918,Bitweaver ,1.3,5,80.0
430,1919,CMS Faethon ,1.32,3,80.0
431,1920,Mambo ,4.6,0,80.0
432,1921,FlashBB ,1.18,3,80.0
433,1922,Joomla! ,1.09,0,80.0
434,1923,Ad Manager Pro ,2.6,3,80.0
435,1925,Indexu ,5.01,3,80.0
436,1926,PHP Live Helper ,1.0,3,80.0
437,1928,IdeaBox ,1.1,3,80.0
438,1929,Micro CMS ,0.35,3,80.0
439,1932,Ultimate PHP Board ,1.96,5,80.0
440,1933,BandSite CMS ,1.11,3,80.0
441,1934,dotProject ,2.03,3,80.0
442,1936,SmartSite CMS ,1.0,3,80.0
443,1938,DataLife Engine ,4.1,0,80.0
444,1939,DataLife Engine ,4.1,0,80.0
445,1941,Mambo ,4.6,0,80.0
446,1942,ralf image Gallery ,0.74,5,80.0
447,1943,Harpia CMS ,1.05,3,80.0
448,1945,Harpia CMS ,1.05,5,80.0
449,1946,Jaws ,0.62,0,80.0
450,1948,phpMySms ,2.0,3,80.0
451,1950,MyBulletinBoard (MyBB) ,1.13,5,80.0
452,1951,MyBulletinBoard (MyBB) ,1.13,3,80.0
453,1952,THoRCMS ,1.31,3,80.0
454,1953,DeluxeBB ,1.07,3,80.0
455,1954,DreamAccount ,3.1,3,80.0
456,1955,Mambo Module CBSms ,1.0,3,80.0
457,1956,Mambo Component Pearl ,1.6,3,80.0
458,1957,Scout Portal Toolkit ,1.4,0,80.0
459,1959,RsGallery,2.0,3,80.0
460,1960,Blog:CMS ,4.0,0,80.0
461,1961,Blog:CMS ,4.0,0,80.0
462,1963,GeekLog ,1.4,3,80.0
463,1964,GeekLog ,1.4,0,80.0
464,1968,DZCP (deV!L_z Clanportal) ,1.34,0,80.0
465,1969,Stud.IP ,1.3,5,80.0
466,1970,Plume CMS ,1.13,3,80.0
467,1971,Randshop ,1.11,3,80.0
468,1974,SmartSite CMS ,1.0,3,80.0
469,1975,BXCP ,0.304,0,80.0
470,1981,Mambo Module galleria ,1.0,3,80.0
471,1982,Mambo Module galleria ,1.0,3,80.0
472,1983,MyPHP CMS ,0.3,3,80.0
473,1991,Pivot ,1.3,0,80.0
474,1993,PAPOO ,3.0,0,80.0
475,1994,Mambo Component SimpleBoard ,1.1,3,80.0
476,1995,Mambo Component com_forum ,1.24,3,80.0
477,1996,Sabdrimer PRO ,2.24,3,80.0
478,1998,Ottoman CMS ,1.13,3,80.0
479,2002,EJ,3.0,0,80.0
480,2003,SQuery ,4.5,3,80.0
481,2007,phpBB ,3.0,0,80.0
482,2008,Phorum ,5.0,5,80.0
483,2009,CzarNews ,1.14,3,80.0
484,2010,Invision Power Board ,2.1,0,80.0
485,2012,MyBulletinBoard (MyBB) ,1.15,5,80.0
486,2018,FlushCMS ,1.0,5,80.0
487,2019,mail,2.0,3,80.0
488,2020,Mambo Component com_videodb ,0.3,3,80.0
489,2021,Mambo Component SMF Forum ,1.3130000000000002,3,80.0
490,2022,Mambo Component ExtCalendar ,2.0,3,80.0
491,2023,Mambo Component com_loudmouth ,4.0,3,80.0
492,2024,Mambo Component pc_cookbook ,0.3,3,80.0
493,2025,Mambo Component perForms ,1.0,3,80.0
494,2026,Mambo Component com_hashcash ,1.21,3,80.0
495,2027,Mambo Module HTMLArea,31.5,3,80.0
496,2028,Mambo Component Sitemap ,2.0,3,80.0
497,2029,Mambo Component pollxt ,1.2207,3,80.0
498,2030,Mambo Component MiniBB ,1.5,3,80.0
499,2032,Eskolar CMS ,0.9,0,80.0
500,2033,Invision Power Board ,2.1,0,80.0
501,2035,ToendaCMS ,1.0,3,80.0
502,2036,ToendaCMS ,1.0,5,80.0
503,2046,iManage CMS ,4.012,3,80.0
504,2049,SiteDepth CMS ,3.01,3,80.0
505,2050,LoudBlog ,0.5,0,80.0
506,2058,PHP Forge ,3.0,3,80.0
507,2060,PHP Live! ,3.21,3,80.0
508,2062,Mambo Component MoSpray ,18.0,3,80.0
509,2063,ArticlesOne ,7232006.0,3,80.0
510,2064,ArticlesOne ,7232006.0,5,80.0
511,2066,Mambo Component multibanners ,1.01,3,80.0
512,2068,X,7.0,0,80.0
513,2069,Mambo Component PrinceClan Chess ,0.8,3,80.0
514,2071,Etomite CMS ,0.61,0,80.0
515,2072,Etomite CMS ,0.61,0,80.0
516,2077,WMNews ,0.2,3,80.0
517,2078,Mambo Component 'com_a,6.0,3,80.0
518,2081,Portail PHP ,1.7,3,80.0
519,2083,Mambo Component Security Images ,3.05,3,80.0
520,2084,Mambo Component MGM ,0.95,3,80.0
521,2085,Mambo Component 'com_colophon' ,1.2,3,80.0
522,2086,Mambo Component mambatStaff ,3.1,3,80.0
523,2087,vbPortal ,3.02,0,80.0
524,2088,ATutor ,1.531,0,80.0
525,2089,Mambo Component User Home Pages ,0.5,3,80.0
526,2090,Joomla! Component com_bayesiannaivefilter ,1.1,3,80.0
527,2092,Joomla! Component LMO ,1.0,3,80.0
528,2095,PhpReactor ,1.27,3,80.0
529,2096,MyNewsGroups ,0.6,3,80.0
530,2097,NewsLetter ,3.5,3,80.0
531,2098,TSEP ,0.9420000000000001,3,80.0
532,2099,WoW Roster ,1.51,3,80.0
533,2100,phpAuction ,2.1,3,80.0
534,2101,newsReporter ,1.1,3,80.0
535,2102,Voodoo chat ,1.0,3,80.0
536,2103,k_shoutbox ,4.4,3,80.0
537,2104,k_fileManager ,1.2,3,80.0
538,2105,XMB ,1.96,0,80.0
539,2109,WoW Roster ,1.7,3,80.0
540,2110,TWiki ,4.04,0,80.0
541,2113,SaveWeb Portal ,3.4,2,80.0
542,2114,TinyPHP Forum ,3.6,3,80.0
543,2115,Kayako eSupport ,2.31,3,80.0
544,2116,TSEP ,0.9420000000000001,3,80.0
545,2117,SendCard ,3.4,5,80.0
546,2118,MyBloggie ,2.14,0,80.0
547,2119,PHP Simple Shop ,2.0,3,80.0
548,2120,PHP Live Helper ,2.0,3,80.0
549,2121,Torbstoff News ,4.0,3,80.0
550,2122,ME Download System ,1.3,3,80.0
551,2123,SQLiteWebAdmin ,0.1,3,80.0
552,2125,SQLiteWebAdmin ,0.1,5,80.0
553,2127,ModernBill ,1.6,3,80.0
554,2128,SAPID ,1.2305,3,80.0
555,2129,SAPID Blog Beta ,2.0,3,80.0
556,2130,SAPID Gallery ,1.0,3,80.0
557,2131,SAPID Shop ,1.2,3,80.0
558,2132,phpAutoMembersArea ,3.25,3,80.0
559,2133,phpAutoMembersArea ,3.25,5,80.0
560,2134,phpCC ,4.2,3,80.0
561,2135,NEWSolved Lite ,1.92,3,80.0
562,2137,NEWSolved Lite ,1.92,3,80.0
563,2139,PHPCodeCabinet ,0.5,3,80.0
564,2141,Visual Events Calendar ,1.1,3,80.0
565,2142,ZoneX ,1.03,3,80.0
566,2143,TWiki ,4.04,0,80.0
567,2146,docpile:we ,0.22,3,80.0
568,2148,phNNTP ,1.3,5,80.0
569,2149,Hitweb ,4.21,3,80.0
570,2151,Cwfm ,0.91,3,80.0
571,2152,PHP ,4.43,4,80.0
572,2153,Boite de News ,4.01,3,80.0
573,2154,PgMarket ,2.23,3,80.0
574,2155,PgMarket ,2.23,5,80.0
575,2157,PgMarket ,2.23,0,80.0
576,2158,TinyWebGallery ,1.5,3,80.0
577,2159,PHPMyRing ,4.2,0,80.0
578,2161,SAPID CMS ,1.23,0,80.0
579,2163,PHPWCMS ,1.1,5,80.0
580,2165,Spaminator ,1.7,3,80.0
581,2166,Thatware ,0.46,3,80.0
582,2167,SaveWebPortal ,3.4,3,80.0
583,2168,phpPrintAnalyzer ,1.2,3,80.0
584,2169,Chaussette ,80706.0,3,80.0
585,2170,VWar ,1.5,0,80.0
586,2171,WEBInsta MM ,1.3,3,80.0
587,2172,Mambo Component Remository ,3.25,3,80.0
588,2173,MVCnPHP ,3.0,3,80.0
589,2174,Wheatblog ,1.1,3,80.0
